"ID","count"
"k105_106924_0",0
"k105_106924_1",0
"k105_106924_2",0
"k105_106924_3",0
"k105_106962_0",0
"k105_107020_0",0
"k105_107020_1",0
"k105_107020_10",0
"k105_107020_11",0
"k105_107020_12",0
"k105_107020_13",0
"k105_107020_14",0
"k105_107020_2",0
"k105_107020_3",0
"k105_107020_4",0
"k105_107020_5",0
"k105_107020_6",0
"k105_107020_7",0
"k105_107020_8",0
"k105_107020_9",0
"k105_10702_0",0
"k105_10702_1",0
"k105_107039_0",0
"k105_107039_1",0
"k105_107059_0",0
"k105_107059_1",0
"k105_107079_0",0
"k105_107079_1",0
"k105_107079_2",0
"k105_107080_0",0
"k105_107080_1",0
"k105_107080_2",0
"k105_107085_0",0
"k105_107085_1",0
"k105_107085_10",0
"k105_107085_11",0
"k105_107085_12",0
"k105_107085_13",0
"k105_107085_14",0
"k105_107085_15",0
"k105_107085_16",0
"k105_107085_17",0
"k105_107085_18",0
"k105_107085_19",0
"k105_107085_2",0
"k105_107085_3",0
"k105_107085_4",0
"k105_107085_5",0
"k105_107085_6",0
"k105_107085_7",0
"k105_107085_8",0
"k105_107085_9",0
"k105_107087_0",0
"k105_107087_1",0
"k105_107087_2",0
"k105_10710_0",0
"k105_10714_0",0
"k105_10714_1",3
"k105_10714_2",0
"k105_107192_0",0
"k105_107192_1",0
"k105_107257_0",0
"k105_107257_1",0
"k105_107257_2",0
"k105_107266_0",0
"k105_107266_1",0
"k105_107312_0",0
"k105_107312_1",0
"k105_107355_0",0
"k105_107355_1",0
"k105_107355_2",0
"k105_107355_3",0
"k105_107355_4",2
"k105_107355_5",0
"k105_107392_0",0
"k105_107392_1",0
"k105_107392_2",0
"k105_107392_3",0
"k105_107392_4",0
"k105_107392_5",0
"k105_107392_6",0
"k105_107393_0",0
"k105_107393_1",0
"k105_107393_2",0
"k105_107393_3",0
"k105_107393_4",0
"k105_107410_0",0
"k105_107410_1",0
"k105_107410_2",0
"k105_107410_3",0
"k105_107483_0",0
"k105_107483_1",0
"k105_107483_2",0
"k105_107483_3",0
"k105_107483_4",0
"k105_10754_0",0
"k105_10754_1",0
"k105_10754_2",0
"k105_10754_3",0
"k105_10754_4",0
"k105_107554_0",0
"k105_107554_1",0
"k105_107554_2",0
"k105_107554_3",0
"k105_107554_4",0
"k105_107603_0",0
"k105_107603_1",0
"k105_107621_0",0
"k105_107621_1",0
"k105_107621_2",0
"k105_107621_3",0
"k105_107672_0",0
"k105_107672_1",0
"k105_10770_0",0
"k105_10770_1",0
"k105_107713_0",0
"k105_107713_1",0
"k105_107713_2",0
"k105_107713_3",0
"k105_107713_4",0
"k105_107713_5",0
"k105_107713_6",0
"k105_107719_0",0
"k105_107719_1",0
"k105_107719_2",0
"k105_107725_0",0
"k105_107725_1",0
"k105_107725_2",0
"k105_107725_3",0
"k105_107742_0",0
"k105_107742_1",0
"k105_107742_10",0
"k105_107742_11",0
"k105_107742_12",0
"k105_107742_13",0
"k105_107742_14",0
"k105_107742_15",0
"k105_107742_16",0
"k105_107742_17",0
"k105_107742_18",0
"k105_107742_19",0
"k105_107742_2",0
"k105_107742_20",0
"k105_107742_21",0
"k105_107742_22",0
"k105_107742_23",0
"k105_107742_24",0
"k105_107742_25",0
"k105_107742_26",0
"k105_107742_27",0
"k105_107742_28",0
"k105_107742_29",0
"k105_107742_3",0
"k105_107742_30",0
"k105_107742_31",0
"k105_107742_32",0
"k105_107742_4",0
"k105_107742_5",0
"k105_107742_6",0
"k105_107742_7",0
"k105_107742_8",0
"k105_107742_9",0
"k105_107747_0",0
"k105_107747_1",0
"k105_107747_2",0
"k105_107784_0",0
"k105_107784_1",0
"k105_107784_2",0
"k105_107784_3",0
"k105_107784_4",0
"k105_107784_5",0
"k105_1077_0",0
"k105_1077_1",0
"k105_1077_2",0
"k105_1077_3",3
"k105_107815_0",0
"k105_107815_1",0
"k105_107815_2",0
"k105_107815_3",0
"k105_107815_4",0
"k105_107820_0",0
"k105_107820_1",0
"k105_107820_2",0
"k105_107820_3",0
"k105_107820_4",0
"k105_107820_5",0
"k105_107907_0",0
"k105_107907_1",0
"k105_107907_2",0
"k105_107907_3",0
"k105_107959_0",0
"k105_107959_1",0
"k105_107959_2",0
"k105_107990_0",0
"k105_107990_1",0
"k105_108042_0",0
"k105_108042_1",0
"k105_108042_2",0
"k105_108042_3",0
"k105_10807_0",0
"k105_10807_1",0
"k105_10807_2",0
"k105_10807_3",0
"k105_10807_4",0
"k105_108080_0",0
"k105_108080_1",0
"k105_108080_2",0
"k105_108080_3",0
"k105_108080_4",0
"k105_108080_5",0
"k105_108080_6",0
"k105_108084_0",0
"k105_108084_1",0
"k105_108086_0",0
"k105_108086_1",0
"k105_108086_2",0
"k105_108138_0",0
"k105_108138_1",0
"k105_108138_2",0
"k105_108138_3",0
"k105_108138_4",0
"k105_108193_0",0
"k105_108193_1",4
"k105_108193_2",3
"k105_108193_3",0
"k105_108193_4",0
"k105_108314_0",0
"k105_108314_1",0
"k105_108314_2",0
"k105_108314_3",0
"k105_108319_0",0
"k105_108319_1",1
"k105_108319_2",0
"k105_108319_3",0
"k105_108319_4",0
"k105_108327_0",0
"k105_108327_1",0
"k105_108327_2",0
"k105_108331_0",0
"k105_108331_1",0
"k105_108331_2",0
"k105_108331_3",0
"k105_108367_0",0
"k105_108367_1",0
"k105_108367_2",0
"k105_108429_0",5
"k105_108429_1",1
"k105_108429_2",0
"k105_10846_0",0
"k105_10846_1",0
"k105_10846_2",0
"k105_108553_0",0
"k105_108553_1",0
"k105_108553_2",0
"k105_108553_3",0
"k105_108553_4",0
"k105_108597_0",0
"k105_108597_1",0
"k105_108597_2",0
"k105_108597_3",0
"k105_108597_4",0
"k105_108597_5",0
"k105_108597_6",0
"k105_108597_7",0
"k105_108637_0",0
"k105_108637_1",0
"k105_108637_2",0
"k105_108762_0",0
"k105_108762_1",0
"k105_108762_2",0
"k105_108774_0",0
"k105_108774_1",0
"k105_108774_2",0
"k105_108929_0",0
"k105_108929_1",0
"k105_108929_2",0
"k105_108929_3",0
"k105_108929_4",0
"k105_108929_5",0
"k105_108947_0",0
"k105_108947_1",0
"k105_108947_2",0
"k105_108964_0",0
"k105_108964_1",0
"k105_108964_2",0
"k105_108964_3",0
"k105_108964_4",0
"k105_108964_5",0
"k105_108964_6",0
"k105_108964_7",0
"k105_108964_8",0
"k105_109010_0",1
"k105_109010_1",0
"k105_109010_2",0
"k105_109010_3",0
"k105_109037_0",0
"k105_109037_1",0
"k105_109037_2",0
"k105_109046_0",0
"k105_109046_1",0
"k105_109046_2",0
"k105_10906_0",3
"k105_10906_1",0
"k105_10906_2",0
"k105_109092_0",0
"k105_109092_1",0
"k105_109092_2",0
"k105_109092_3",0
"k105_109092_4",0
"k105_109125_0",0
"k105_109125_1",0
"k105_109125_2",0
"k105_109125_3",0
"k105_109130_0",0
"k105_109130_1",0
"k105_109130_2",0
"k105_109139_0",0
"k105_10921_0",0
"k105_10921_1",0
"k105_10921_2",0
"k105_10921_3",0
"k105_10921_4",0
"k105_10921_5",0
"k105_10921_6",0
"k105_10921_7",0
"k105_10921_8",0
"k105_109285_0",0
"k105_109285_1",0
"k105_109285_2",0
"k105_109285_3",0
"k105_109386_0",0
"k105_109386_1",0
"k105_109386_2",0
"k105_109386_3",0
"k105_109386_4",0
"k105_109386_5",0
"k105_109386_6",0
"k105_109425_0",0
"k105_109425_1",0
"k105_109425_2",0
"k105_10942_0",0
"k105_10942_1",0
"k105_10942_2",0
"k105_10942_3",0
"k105_10942_4",0
"k105_109451_0",0
"k105_109451_1",0
"k105_109451_2",0
"k105_109540_0",0
"k105_109540_1",0
"k105_109540_10",0
"k105_109540_11",0
"k105_109540_12",0
"k105_109540_13",0
"k105_109540_14",0
"k105_109540_15",0
"k105_109540_2",0
"k105_109540_3",0
"k105_109540_4",0
"k105_109540_5",0
"k105_109540_6",0
"k105_109540_7",0
"k105_109540_8",0
"k105_109540_9",0
"k105_109562_0",0
"k105_109562_1",0
"k105_109562_2",0
"k105_109562_3",0
"k105_109562_4",0
"k105_109562_5",0
"k105_109562_6",0
"k105_109562_7",0
"k105_109562_8",0
"k105_109577_0",1
"k105_109577_1",0
"k105_109577_2",0
"k105_109587_0",1
"k105_109587_1",0
"k105_109595_0",0
"k105_109595_1",0
"k105_109595_2",0
"k105_109595_3",0
"k105_10961_0",0
"k105_10961_1",0
"k105_10961_2",0
"k105_10961_3",0
"k105_109655_0",0
"k105_109655_1",0
"k105_109655_2",0
"k105_109655_3",0
"k105_109655_4",0
"k105_109660_0",0
"k105_109660_1",0
"k105_109660_2",0
"k105_109660_3",0
"k105_109660_4",0
"k105_109660_5",0
"k105_109660_6",0
"k105_109660_7",1
"k105_109660_8",0
"k105_109726_0",0
"k105_109726_1",0
"k105_109726_2",0
"k105_109726_3",0
"k105_109726_4",0
"k105_109726_5",0
"k105_109735_0",0
"k105_109735_1",0
"k105_109735_10",0
"k105_109735_11",0
"k105_109735_2",0
"k105_109735_3",0
"k105_109735_4",0
"k105_109735_5",0
"k105_109735_6",0
"k105_109735_7",0
"k105_109735_8",0
"k105_109735_9",0
"k105_109737_0",0
"k105_109737_1",0
"k105_109737_2",1
"k105_109737_3",0
"k105_109737_4",0
"k105_109737_5",0
"k105_109737_6",0
"k105_10996_0",0
"k105_10996_1",0
"k105_109970_0",0
"k105_109970_1",0
"k105_109970_2",0
"k105_109970_3",0
"k105_109970_4",0
"k105_109970_5",0
"k105_109976_0",0
"k105_109976_1",2
"k105_109976_2",0
"k105_109976_3",0
"k105_109976_4",0
"k105_109976_5",0
"k105_109976_6",0
"k105_109976_7",0
"k105_110053_0",0
"k105_110053_1",0
"k105_110074_0",0
"k105_110074_1",0
"k105_110074_2",0
"k105_110074_3",0
"k105_110184_0",0
"k105_110184_1",0
"k105_110184_2",0
"k105_110184_3",0
"k105_110184_4",0
